brand_name,brand_slug,product_name,fragrantica_url,rating_value,rating_count,gender,notes,accords,discovery_source
Xerjoff,xerjoff,XJ 1861 Decas Xerjofffor women and men,https://www.fragrantica.com/perfume/Xerjoff/XJ-1861-Decas-66198.html,4.04,740,,"calabrian mandarin, tuberose, tobacco, benzoin, opoponax, italian orris root, resin, bourbon vanilla, musk","amber, citrus, vanilla, balsamic, sweet, powdery, tuberose, tobacco, white floral, iris",fragrantica_catalog
Xerjoff,xerjoff,Shunkoin Xerjofffor women and men,https://www.fragrantica.com/perfume/Xerjoff/Shunkoin-16449.html,4.04,695,,,"powdery, woody, vanilla, iris, floral, warm spicy, amber",fragrantica_catalog
Xerjoff,xerjoff,Kobe Xerjofffor men,https://www.fragrantica.com/perfume/Xerjoff/Kobe-6309.html,4.05,679,,"orange, bergamot, labdanum, neroli, petitgrain, orange blossom, brazilian rosewood, benzoin, tonka bean, ambergris, agarwood (oud), musk, styrax","citrus, amber, white floral, fresh spicy, sweet, aromatic, woody, balsamic, green",fragrantica_catalog
Xerjoff,xerjoff,Fatal Charme Xerjofffor women and men,https://www.fragrantica.com/perfume/Xerjoff/Fatal-Charme-16441.html,3.9,677,,,"powdery, aldehydic, iris, floral, amber, fresh, animalic, tobacco",fragrantica_catalog
Xerjoff,xerjoff,Don Xerjofffor women and men,https://www.fragrantica.com/perfume/Xerjoff/Don-26709.html,3.99,663,,,"tobacco, whiskey, sweet, smoky, woody, caramel, warm spicy",fragrantica_catalog
Xerjoff,xerjoff,Uden Overdose Xerjofffor women and men,https://www.fragrantica.com/perfume/Xerjoff/Uden-Overdose-52433.html,4.21,637,,"lemon, bergamot, ginger, tobacco blossom, amber, musk","citrus, warm spicy, amber, white floral, aromatic, musky, fresh, powdery, fresh spicy",fragrantica_catalog
Xerjoff,xerjoff,Muse Xerjofffor women and men,https://www.fragrantica.com/perfume/Xerjoff/Muse-55161.html,3.95,612,,"plum, leather, white flowers, jasmine, davana, labdanum, raspberry, patchouli, amber, benzoin","fruity, amber, sweet, white floral, leather, patchouli, animalic, warm spicy, balsamic, woody",fragrantica_catalog
Xerjoff,xerjoff,Regio Xerjofffor women and men,https://www.fragrantica.com/perfume/Xerjoff/Regio-14079.html,3.76,580,,"lavender, grapefruit, bergamot, lemon blossom, carnation, geranium, cardamom, plum, ylang-ylang, rose, vanille, ambrette (musk mallow), musk, patchouli","aromatic, warm spicy, fresh spicy, citrus, floral, lavender, sweet, musky, rose, fruity",fragrantica_catalog
Xerjoff,xerjoff,Fars Xerjofffor women and men,https://www.fragrantica.com/perfume/Xerjoff/Fars-14916.html,4.3,558,,"lavender, bergamot, juniper, geranium, jasmine, cedar, ambergris, patchouli, cypriol oil or nagarmotha, sandalwood, vetiver","woody, aromatic, fresh spicy, lavender, amber, earthy, warm spicy, herbal, patchouli, balsamic",fragrantica_catalog
Xerjoff,xerjoff,Via Cavour I Xerjofffor women and men,https://www.fragrantica.com/perfume/Xerjoff/Via-Cavour-I-47871.html,4.39,558,,"quince, white peach, dark chocolate, red berries, moroccan rose, rose, patchouli, caramel, agarwood (oud), madagascar vanilla, amber, cashmeran, musk","sweet, fruity, powdery, amber, woody, musky, chocolate, warm spicy, caramel, oud",fragrantica_catalog
Xerjoff,xerjoff,Lua Xerjofffor women,https://www.fragrantica.com/perfume/Xerjoff/Lua-10243.html,4.08,542,,"melon, orange, bergamot, iris, rose, lily-of-the-valley, pink pepper, musk, vanilla, patchouli, cedar","powdery, citrus, musky, vanilla, iris, sweet, woody, rose, fresh, ozonic",fragrantica_catalog
Xerjoff,xerjoff,Symphonium Xerjofffor women and men,https://www.fragrantica.com/perfume/Xerjoff/Symphonium-59707.html,4.0,524,,"orange, mandarin orange, chocolate, cardamom, madagascar vanilla, laotian oud, thailand oud, musk","citrus, warm spicy, sweet, oud, chocolate, vanilla, animalic, powdery",fragrantica_catalog
Xerjoff,xerjoff,Alexandria III Xerjofffor women and men,https://www.fragrantica.com/perfume/Xerjoff/Alexandria-III-57363.html,4.28,516,,"palisander rosewood, lavender, cinnamon, bulgarian rose, cedar, lily-of-the-valley, laotian oud, thailand oud, sandalwood, musk, amber, vanilla","woody, oud, rose, animalic, powdery, amber, warm spicy, lavender, musky, floral",fragrantica_catalog
Xerjoff,xerjoff,Al-Khat Xerjofffor women and men,https://www.fragrantica.com/perfume/Xerjoff/Al-Khat-14806.html,4.02,493,,,"white floral, amber, oud, vanilla, woody, powdery, musky, warm spicy, mossy, fresh spicy",fragrantica_catalog
Xerjoff,xerjoff,Luxor Xerjofffor women and men,https://www.fragrantica.com/perfume/Xerjoff/Luxor-58838.html,4.18,460,,"leather, cinnamon, cardamom, tobacco, myrhh, incense, atlas cedar, thailand oud, cambodian oud, cypriol oil or nagarmotha, patchouli","warm spicy, woody, animalic, amber, oud, tobacco, smoky, leather, cinnamon, balsamic",fragrantica_catalog
Xerjoff,xerjoff,JTC 400 Xerjofffor women and men,https://www.fragrantica.com/perfume/Xerjoff/JTC-400-52181.html,4.14,450,,"honey, bitter orange, mandarin orange, bergamot, orange blossom, white tobacco, ylang-ylang, rose, vanilla, cedar, patchouli, vetiver","citrus, white floral, sweet, honey, woody, vanilla, yellow floral, floral, animalic, powdery",fragrantica_catalog
Xerjoff,xerjoff,K’bridge Club Xerjofffor women and men,https://www.fragrantica.com/perfume/Xerjoff/K-bridge-Club-55168.html,4.17,425,,"bulgarian rose, rose, coriander, caramel, bourbon vanilla","rose, caramel, vanilla, sweet, floral, powdery, balsamic, soft spicy",fragrantica_catalog
Xerjoff,xerjoff,Amber Star Xerjofffor women and men,https://www.fragrantica.com/perfume/Xerjoff/Amber-Star-21618.html,4.26,424,,"ambergris, ylang-ylang, cedar, myrrh, guaiac wood, gurjan balsam, benzoin, vanilla, opoponax, sandalwood","amber, woody, balsamic, vanilla, sweet, warm spicy, powdery, animalic",fragrantica_catalog
Xerjoff,xerjoff,Ibitira Xerjofffor women,https://www.fragrantica.com/perfume/Xerjoff/Ibitira-6308.html,4.18,409,,"lemon, violet, orange blossom, iris, white flowers, neroli, damask rose, vetiver, musk, cedar, vanilla","powdery, violet, woody, iris, citrus, earthy, white floral, aromatic, musky, floral",fragrantica_catalog
Xerjoff,xerjoff,Irisss Xerjofffor women,https://www.fragrantica.com/perfume/Xerjoff/Irisss-11704.html,3.96,388,,"carrot seeds, carnation, bergamot, iris, violet, rose, jasmine, musk, vetiver, cedar, incense","powdery, violet, iris, woody, musky, floral, earthy, aromatic",fragrantica_catalog
Xerjoff,xerjoff,Amabile Xerjofffor women and men,https://www.fragrantica.com/perfume/Xerjoff/Amabile-63876.html,3.2,384,,"green apple, amalfi lemon, calabrian bergamot, orange blossom, guatemalan cardamom, pink pepper, jasmine, mexican vanilla, atlas cedar, white musk, patchouli","citrus, warm spicy, woody, aromatic, white floral, fruity, vanilla, musky, powdery, fresh",fragrantica_catalog
Xerjoff,xerjoff,Ceylon Xerjofffor women and men,https://www.fragrantica.com/perfume/Xerjoff/Ceylon-46067.html,4.19,382,,"honey, jasmine sambac, calabrian bergamot, agarwood (oud), black tea, sandalwood, amber, musk, madagascar vanilla","honey, oud, powdery, sweet, amber, musky, green, floral, fresh spicy, white floral",fragrantica_catalog
Xerjoff,xerjoff,Red Hoba Xerjofffor women and men,https://www.fragrantica.com/perfume/Xerjoff/Red-Hoba-24609.html,3.75,360,,"cardamom, cinnamon, bergamot, patchouli, incense, orris, jasmine, guaiac wood, cashmeran, musk, papyrus, labdanum, castoreum","woody, warm spicy, musky, amber, powdery, smoky, patchouli, cinnamon, balsamic, leather",fragrantica_catalog
Xerjoff,xerjoff,Soprano Xerjofffor women and men,https://www.fragrantica.com/perfume/Xerjoff/Soprano-55160.html,4.05,360,,"fruits, litchi, freesia, calabrian bergamot, bulgarian rose, milk, osmanthus, egyptian jasmine, agarwood (oud), patchouli, leather","fruity, rose, floral, oud, patchouli, sweet, lactonic, tropical, leather, woody",fragrantica_catalog
Xerjoff,xerjoff,Elle Xerjofffor women,https://www.fragrantica.com/perfume/Xerjoff/Elle-6298.html,4.19,355,,"citruses, african orange flower, galbanum, iris, birch, woodsy notes, patchouli, benzoin, opoponax, musk, amber","amber, citrus, woody, white floral, balsamic, powdery, iris, leather, sweet, warm spicy",fragrantica_catalog
Xerjoff,xerjoff,Blue Hope Xerjofffor women and men,https://www.fragrantica.com/perfume/Xerjoff/Blue-Hope-24610.html,3.85,336,,"mandarin orange, bergamot, saffron, jasmine, cedar, vanilla, musk, castoreum","citrus, musky, vanilla, powdery, warm spicy, leather, woody, white floral, metallic, sweet",fragrantica_catalog
Xerjoff,xerjoff,Allende Xerjofffor women and men,https://www.fragrantica.com/perfume/Xerjoff/Allende-51726.html,3.67,335,,"madagascar vanilla, magnolia, madagascar vanilla, cacao, madagascar vanilla","vanilla, cacao, floral, warm spicy, sweet, powdery, citrus",fragrantica_catalog
Xerjoff,xerjoff,Malesia Xerjofffor women and men,https://www.fragrantica.com/perfume/Xerjoff/Malesia-41208.html,4.24,315,,"lily-of-the-valley, amber, gurjan balsam, laotian oud, tolu balsam, labdanum, vanilla, tonka bean, musk","amber, woody, oud, powdery, vanilla, musky, sweet, animalic, white floral, balsamic",fragrantica_catalog
Xerjoff,xerjoff,Quattro Pizzi Xerjofffor women and men,https://www.fragrantica.com/perfume/Xerjoff/Quattro-Pizzi-91640.html,4.22,315,,"davana, rum, pink pepper, coriander, tuberose, coconut, tonka bean, hay, tobacco leaf","green, tuberose, aromatic, sweet, white floral, coconut, vanilla, tobacco, soft spicy, rum",fragrantica_catalog
Xerjoff,xerjoff,Gao Xerjofffor women and men,https://www.fragrantica.com/perfume/Xerjoff/Gao-14807.html,3.84,305,,,"woody, oud, amber, warm spicy, earthy, fresh spicy, aromatic, metallic, balsamic, leather",fragrantica_catalog
Xerjoff,xerjoff,Laylati Xerjofffor women and men,https://www.fragrantica.com/perfume/Xerjoff/Laylati-55159.html,3.91,296,,"green notes, cedar, patchouli, tobacco, musk, vanilla","woody, patchouli, tobacco, musky, powdery, sweet, green, vanilla, warm spicy, earthy",fragrantica_catalog
Xerjoff,xerjoff,Wardasina Xerjofffor women and men,https://www.fragrantica.com/perfume/Xerjoff/Wardasina-55163.html,3.93,296,,"green notes, bulgarian rose, saffron, patchouli, cedar, tobacco, musk, vanilla","tobacco, rose, warm spicy, woody, patchouli, musky, sweet, green, powdery, metallic",fragrantica_catalog
Xerjoff,xerjoff,Homme Xerjofffor men,https://www.fragrantica.com/perfume/Xerjoff/Homme-6299.html,4.08,284,,"spices, citruses, lavender, clove, ylang-ylang, leather, vetiver, woodsy notes","leather, woody, warm spicy, aromatic, lavender, animalic, citrus, smoky, earthy, yellow floral",fragrantica_catalog
Xerjoff,xerjoff,Golden Moka Xerjofffor women and men,https://www.fragrantica.com/perfume/Xerjoff/Golden-Moka-51727.html,4.09,280,,"blood orange, citruses, mandarin orange, lemon, coffee, amber, cambodian oud, incense, rose, green notes, incense, labdanum","citrus, amber, warm spicy, coffee, woody, green",fragrantica_catalog
Xerjoff,xerjoff,Marquee Xerjofffor women and men,https://www.fragrantica.com/perfume/Xerjoff/Marquee-16443.html,3.98,280,,,"powdery, violet, rose, fruity, floral, sweet, amber, vanilla",fragrantica_catalog
Xerjoff,xerjoff,Star Musk Xerjofffor women and men,https://www.fragrantica.com/perfume/Xerjoff/Star-Musk-21617.html,4.12,275,,"floral notes, amber, mandarin orange, iris, sandalwood, patchouli, carnation, cinnamon, vetiver, musk, vanilla, benzoin, opoponax, sandalwood","amber, powdery, floral, vanilla, warm spicy, musky, woody, balsamic, sweet, iris",fragrantica_catalog
Xerjoff,xerjoff,Zafar Xerjofffor women and men,https://www.fragrantica.com/perfume/Xerjoff/Zafar-14803.html,3.65,272,,,"oud, fresh spicy, woody, musky, amber, smoky, warm spicy, fruity, powdery, aromatic",fragrantica_catalog
Xerjoff,xerjoff,Dhajala Xerjofffor women,https://www.fragrantica.com/perfume/Xerjoff/Dhajala-6304.html,4.18,263,,"orange, galbanum, african orange flower, bergamot, pink pepper, jasmine, rose, amber, resin, vanilla, musk","citrus, amber, white floral, sweet, green, vanilla, soft spicy, balsamic, musky, powdery",fragrantica_catalog
Xerjoff,xerjoff,Pikovaya Dama Xerjofffor women and men,https://www.fragrantica.com/perfume/Xerjoff/Pikovaya-Dama-31624.html,4.12,249,,"aldehydes, neroli, bergamot, lemon, rose, iris, incense, cedar, nutmeg, coriander, musk, vanilla, sandalwood, patchouli","powdery, citrus, woody, aldehydic, fresh, iris, fresh spicy, musky, aromatic, vanilla",fragrantica_catalog
Xerjoff,xerjoff,Kind of Blue Xerjofffor women and men,https://www.fragrantica.com/perfume/Xerjoff/Kind-of-Blue-16444.html,3.83,244,,,"powdery, warm spicy, aldehydic, floral, iris, fresh, yellow floral, aromatic, woody, white floral",fragrantica_catalog
Xerjoff,xerjoff,Oesel Xerjofffor women and men,https://www.fragrantica.com/perfume/Xerjoff/Oesel-10245.html,3.99,243,,"african orange flower, petitgrain, lemon, mimosa, white flowers, jasmine, rose, tobacco blossom, amber, patchouli, virginia cedar","white floral, citrus, yellow floral, woody, green, powdery",fragrantica_catalog
Xerjoff,xerjoff,Damarose Xerjofffor women,https://www.fragrantica.com/perfume/Xerjoff/Damarose-11702.html,4.15,240,,"red berries, freesia, lime, bergamot, turkish rose, ylang-ylang, jasmine, lily-of-the-valley, iris, amber, musk, vanilla, sandalwood, vetiver, patchouli, egyptian rosewood","rose, woody, floral, sweet, fruity, powdery, white floral, amber, citrus, fresh",fragrantica_catalog
Xerjoff,xerjoff,MV Agusta Xerjofffor women and men,https://www.fragrantica.com/perfume/Xerjoff/MV-Agusta-61436.html,4.49,237,,"cloves, calabrian bergamot, iris, incense, ylang-ylang, leather, labdanum, tonka bean, patchouli, musk","amber, warm spicy, woody, leather, smoky, iris, yellow floral, powdery, balsamic, sweet",fragrantica_catalog
Xerjoff,xerjoff,Symphonium Parfum Xerjofffor women and men,https://www.fragrantica.com/perfume/Xerjoff/Symphonium-Parfum-66677.html,4.14,237,,"orange, mandarin orange, chocolate, cardamom, vanilla, laotian oud, musk, thailand oud","citrus, sweet, chocolate, warm spicy, vanilla, oud, powdery, animalic",fragrantica_catalog
Xerjoff,xerjoff,Casafutura Xerjofffor women and men,https://www.fragrantica.com/perfume/Xerjoff/Casafutura-70113.html,3.47,232,,"rosemary, lavender, geranium, rose, skeleton flower (diphylleia grayi), cedar, musk, sandalwood","aromatic, fresh spicy, woody, rose, lavender, powdery, musky, herbal",fragrantica_catalog
Xerjoff,xerjoff,Alexandria Orientale Xerjofffor women and men,https://www.fragrantica.com/perfume/Xerjoff/Alexandria-Orientale-51439.html,4.15,228,,"green apple, incense, basil, leather, virginian cedar, bulgarian rose, coriander, italian orris root, agarwood (oud), tobacco leaf, madagascar vanilla, sandalwood, musk, amber","oud, woody, amber, powdery, fresh spicy, fruity, aromatic, tobacco, green, smoky",fragrantica_catalog
Xerjoff,xerjoff,Golden Green Xerjofffor women and men,https://www.fragrantica.com/perfume/Xerjoff/Golden-Green-60118.html,4.17,217,,"cardamom, juniper berries, pink pepper, nutmeg, vetiver, leather, cedar, incense, labdanum, cypriol oil or nagarmotha, coffee, ambergris, musk","woody, aromatic, warm spicy, amber, fresh spicy, earthy, coffee, musky, smoky, leather",fragrantica_catalog
Xerjoff,xerjoff,Birdie Xerjofffor women and men,https://www.fragrantica.com/perfume/Xerjoff/Birdie-16447.html,3.8,214,,,"earthy, woody, patchouli, green, aromatic, fresh, warm spicy, fresh spicy, lavender, sand",fragrantica_catalog
Xerjoff,xerjoff,Cruz del Sur I Xerjofffor women and men,https://www.fragrantica.com/perfume/Xerjoff/Cruz-del-Sur-I-46097.html,3.55,209,,"rum, grapes, bergamot, dried fruits, cloves, cumin, cedar, cinnamon, leather, castoreum, myrhh, incense, labdanum, sandalwood, amber","leather, amber, woody, warm spicy, smoky, fruity, animalic, sweet, balsamic, rum",fragrantica_catalog
Xerjoff,xerjoff,P.33 Xerjofffor women and men,https://www.fragrantica.com/perfume/Xerjoff/P-33-72735.html,4.09,203,,"apple, bergamot, grapefruit, pink pepper, cypress, iris, cinnamon, cedar, musk, amber","woody, citrus, aromatic, fresh spicy, powdery, iris, cinnamon, musky, fruity, warm spicy",fragrantica_catalog
Xerjoff,xerjoff,Accento Overdose Pride Edition Xerjofffor women and men,https://www.fragrantica.com/perfume/Xerjoff/Accento-Overdose-Pride-Edition-74630.html,1.42,201,,"fruity notes, aldehydes, green notes, bulgarian rose, egyptian jasmine, lily-of-the-valley, eucalyptus, pine","rose, woody, fruity, aromatic, floral, sweet, aldehydic, camphor, green",fragrantica_catalog
Xerjoff,xerjoff,Zanzibar (Najaf) Xerjofffor women and men,https://www.fragrantica.com/perfume/Xerjoff/Zanzibar-Najaf-14805.html,3.81,200,,,"woody, oud, tobacco, fruity, floral, sweet, powdery, warm spicy, vanilla, patchouli",fragrantica_catalog
Xerjoff,xerjoff,Ascot Moon Xerjofffor women and men,https://www.fragrantica.com/perfume/Xerjoff/Ascot-Moon-16446.html,3.57,180,,,"green, aromatic, mossy, herbal, earthy, fresh spicy, fresh, warm spicy, musky, woody",fragrantica_catalog
Xerjoff,xerjoff,Esquel Xerjofffor women,https://www.fragrantica.com/perfume/Xerjoff/Esquel-6302.html,3.99,170,,"lavender, iris, lemon, pink pepper, bergamot, myrtle, cinnamon, patchouli, rose, orange blossom, ylang-ylang, petitgrain, nard himalayan (jatamansi), vanilla, opoponax, tonka bean, vetiver, musk","aromatic, vanilla, lavender, sweet, amber, woody, citrus, balsamic, warm spicy, fresh spicy",fragrantica_catalog
Xerjoff,xerjoff,Torino23 Xerjofffor women and men,https://www.fragrantica.com/perfume/Xerjoff/Torino23-87970.html,3.54,167,,"bergamot, rose, cardamom, nutmeg, tuberose, neroli, ylang-ylang, jasmine, cashmere wood, musk, amber, cedarwood, patchouli","white floral, woody, citrus, tuberose, fresh spicy, musky, yellow floral, floral, amber, aromatic",fragrantica_catalog
Xerjoff,xerjoff,Shingl Xerjofffor women,https://www.fragrantica.com/perfume/Xerjoff/Shingl-6303.html,3.95,164,,"anise, bergamot, artemisia, basil, rum, iris, patchouli, vetiver, vanilla, amber, musk","powdery, woody, iris, rum, musky, vanilla, aromatic, earthy, fresh spicy, amber",fragrantica_catalog
Xerjoff,xerjoff,Corallo Xerjofffor women and men,https://www.fragrantica.com/perfume/Xerjoff/Corallo-51462.html,3.71,157,,"lavender, green notes, calabrian bergamot, tuscan iris, neroli, egyptian jasmine, vanilla, amber, woodsy notes","iris, powdery, lavender, green, citrus, violet, woody, white floral, vanilla, fresh spicy",fragrantica_catalog
Xerjoff,xerjoff,Groove Xcape Xerjofffor women and men,https://www.fragrantica.com/perfume/Xerjoff/Groove-Xcape-79028.html,3.73,155,,"pepper, elemi, cardamom, ginger, myrhh, incense, mimosa, rose, cedar, labdanum, benzoin, patchouli","amber, warm spicy, woody, balsamic, aromatic, fresh spicy, smoky, yellow floral, powdery",fragrantica_catalog
Xerjoff,xerjoff,XXY Xerjofffor women and men,https://www.fragrantica.com/perfume/Xerjoff/XXY-11706.html,3.9,150,,"peach, bergamot, grapefruit, iris, ylang-ylang, black pepper, jasmine, patchouli, vanilla, sandalwood, vetiver, musk, labdanum","woody, powdery, citrus, fresh spicy, earthy, warm spicy, patchouli, sweet, aromatic, iris",fragrantica_catalog
Xerjoff,xerjoff,Astaral Xerjofffor women and men,https://www.fragrantica.com/perfume/Xerjoff/Astaral-80265.html,4.18,135,,"shamama attar, pink pepper, anise, rose, labdanum, amberwood, violet, agarwood (oud), amber, moss, cedar, patchouli","amber, oud, woody, rose, floral, mossy, powdery, earthy",fragrantica_catalog
Xerjoff,xerjoff,Empiryan Xerjofffor women and men,https://www.fragrantica.com/perfume/Xerjoff/Empiryan-80262.html,4.05,129,,"tobacco leaf, cypriol oil or nagarmotha, incense, singapore patchouli, atlas cedar, madagascar vanilla, amber, labdanum","amber, woody, tobacco, vanilla, balsamic, sweet, smoky, warm spicy, earthy",fragrantica_catalog
Xerjoff,xerjoff,Begum Xerjofffor women and men,https://www.fragrantica.com/perfume/Xerjoff/Begum-31930.html,4.16,124,,"red berries, bergamot, lemon, freesia, damask rose, bulgarian rose, iris, ylang-ylang, lilac, jasmine sambac, lily-of-the-valley, sandalwood, vanilla, palisander rosewood, patchouli, amber, musk, vetiver","woody, rose, powdery, floral, sweet, warm spicy, vanilla, iris, balsamic, amber",fragrantica_catalog
Xerjoff,xerjoff,Indochine (2019) Xerjofffor women and men,https://www.fragrantica.com/perfume/Xerjoff/Indochine-2019-54464.html,3.72,119,,,"fruity, sweet, tropical, oud, musky, caramel, powdery",fragrantica_catalog
Xerjoff,xerjoff,Rose Gold Xerjofffor women and men,https://www.fragrantica.com/perfume/Xerjoff/Rose-Gold-52435.html,3.88,113,,"bulgarian rose, geranium, amber, woody notes, musk, patchouli","rose, fresh spicy, woody, aromatic, amber, musky, floral, warm spicy, patchouli",fragrantica_catalog
Xerjoff,xerjoff,Modoc Xerjofffor men,https://www.fragrantica.com/perfume/Xerjoff/Modoc-6307.html,3.75,110,,"iris, vetiver, musk","iris, earthy, woody, powdery, aromatic, violet, musky",fragrantica_catalog
Xerjoff,xerjoff,Dhofar Xerjofffor men,https://www.fragrantica.com/perfume/Xerjoff/Dhofar-6305.html,4.12,109,,"pine, coriander, litsea cubeba, lavender, sage, basil, lemon, bergamot, grapefruit, bay leaf, nard himalayan (jatamansi), rose, galbanum, african orange flower, carnation, french labdanum, sandalwood, ambergris, resins, patchouli, vanilla","aromatic, woody, fresh spicy, citrus, amber, herbal, green, balsamic, warm spicy, floral",fragrantica_catalog
Xerjoff,xerjoff,Aqua Regia Xerjofffor women and men,https://www.fragrantica.com/perfume/Xerjoff/Aqua-Regia-80268.html,4.14,108,,"leather, calabrian bergamot, black currant, violet, orris root, singapore patchouli, caramel, cedar, musk, madagascar vanilla","powdery, woody, leather, citrus, violet, animalic, fruity, musky, iris, floral",fragrantica_catalog
Xerjoff,xerjoff,Oroville Xerjofffor men,https://www.fragrantica.com/perfume/Xerjoff/Oroville-10246.html,3.69,105,,"chamomile, orange, clary sage, tobacco, african orange flower, neroli, carnation, galbanum, sandalwood, amber, vanille, musk","aromatic, citrus, floral, white floral, sweet, tobacco, green, herbal, warm spicy, powdery",fragrantica_catalog
Xerjoff,xerjoff,Amber Gold Xerjofffor women and men,https://www.fragrantica.com/perfume/Xerjoff/Amber-Gold-52434.html,3.94,102,,"tangerine, coriander, orange blossom, almond blossom, tobacco blossom, patchouli, musk","white floral, citrus, sweet, patchouli, floral, musky, aromatic, woody",fragrantica_catalog
Xerjoff,xerjoff,Jebel Xerjofffor women and men,https://www.fragrantica.com/perfume/Xerjoff/Jebel-45614.html,4.08,102,,"raspberry, bergamot, mandarin orange, pink jasmine, geranium, rose, amber, sandalwood, white musk","fruity, white floral, citrus, sweet, rose, powdery, fresh spicy, woody, amber, aromatic",fragrantica_catalog
Xerjoff,xerjoff,Ether Xerjofffor women and men,https://www.fragrantica.com/perfume/Xerjoff/Ether-80263.html,3.84,101,,"brazilian orange, calabrian bergamot, bulgarian rose, mandarin orange, amalfi lemon, cumin, benzoin, siberian pine, gurjan balsam, cypriol oil or nagarmotha, lavender, clary sage, agarwood (oud), caramel, madagascar vanilla, musk, sandalwood","oud, citrus, woody, caramel, vanilla, fresh spicy, sweet, aromatic, amber, powdery",fragrantica_catalog
Xerjoff,xerjoff,Wabar Xerjofffor women,https://www.fragrantica.com/perfume/Xerjoff/Wabar-42270.html,4.08,101,,"star anise, bergamot, magnolia, lily-of-the-valley, jasmine, vanilla, musk, vetiver","floral, white floral, citrus, vanilla, powdery, soft spicy, anis, musky, aromatic, fresh",fragrantica_catalog
Xerjoff,xerjoff,Purple Accento Xerjofffor women and men,https://www.fragrantica.com/perfume/Xerjoff/Purple-Accento-65616.html,4.07,96,,"pineapple, mandarin orange, hyacinth, loganberry, pink pepper, jasmine, musk, vanilla, agarwood (oud), amber, sandalwood","sweet, fruity, musky, powdery, citrus, vanilla, amber, oud, tropical, soft spicy",fragrantica_catalog
